latitude,longitude,date,acq_time_npt,temperature,pressure,cloudcover,humidity,windspeed,precipitation,fire
28.2989,82.1662,2024-04-25,21:13,21.8,994.2,10.6,19.3,3.7,0.16,1
28.2961,82.1727,2024-04-25,21:13,25.0,997.2,20.6,7.0,2.6,0.01,1
28.3204,83.1644,2024-04-25,21:13,18.9,984.8,10.7,14.1,3.8,0.06,1
28.307,83.1489,2024-04-25,21:13,19.1,985.3,17.1,7.8,4.3,0.3,1
28.0391,82.635,2024-04-25,21:13,24.8,1011.6,15.2,18.2,2.2,0.19,1
28.0771,83.2749,2024-04-25,21:13,20.6,997.4,25.4,9.2,4.6,0.09,1
27.8416,83.2376,2024-04-25,21:13,25.3,992.0,42.5,15.5,3.2,0.14,1
27.8467,83.2421,2024-04-25,21:13,25.8,1010.4,29.9,13.3,3.7,0.26,1
27.842,83.4261,2024-04-25,21:13,22.1,1012.5,12.6,13.1,3.7,0.08,1
27.9618,85.0687,2024-04-25,21:13,19.5,981.3,10.3,14.8,3.4,0.08,1
27.5985,84.7559,2024-04-25,21:13,26.4,1011.9,13.1,7.3,3.8,0.22,1
27.5908,84.7434,2024-04-25,21:13,26.2,995.9,24.7,14.4,3.8,0.02,1
27.8258,86.2327,2024-04-25,21:13,17.2,980.0,29.7,19.7,2.9,0.18,1
27.7673,86.2374,2024-04-25,21:13,18.6,1008.4,23.7,11.6,3.3,0.14,1
27.3798,84.7428,2024-04-25,21:13,27.3,989.5,11.0,10.1,3.9,0.14,1
27.5353,85.777,2024-04-25,21:13,25.5,983.6,19.7,19.6,3.3,0.14,1
27.4776,85.7146,2024-04-25,21:13,22.5,1005.3,29.8,19.0,3.3,0.01,1
27.3169,85.982,2024-04-25,21:13,27.4,1006.5,29.3,17.5,1.4,0.25,1
27.297,86.3913,2024-04-25,21:13,16.1,981.6,19.1,14.4,5.1,0.23,1
27.1232,85.5569,2024-04-25,21:13,27.9,1004.8,13.0,7.1,4.3,0.05,1
27.2392,86.591,2024-04-25,21:13,20.2,1013.2,21.6,9.9,3.5,0.09,1
27.1016,86.3362,2024-04-25,21:13,15.6,995.6,15.7,18.4,0.5,0.05,1
27.0388,86.695,2024-04-25,21:13,21.1,988.9,17.8,18.2,5.9,0.15,1
27.0304,86.7098,2024-04-25,21:13,23.4,999.4,39.9,12.6,8.5,0.05,1
27.0511,86.8885,2024-04-25,21:13,20.4,1014.7,27.0,8.0,8.8,0.06,1
28.6729,82.3367,2024-04-25,21:14,24.5,1016.9,12.4,11.1,1.9,0.28,1
29.3005,80.8275,2024-04-25,21:14,27.7,1005.6,22.9,19.0,3.8,0.01,1
27.8601,86.2286,2024-04-25,02:34,7.2,1009.1,15.7,9.6,2.2,0.17,1
29.2436,80.9677,2024-04-25,02:34,18.9,986.2,10.1,15.5,4.6,0.2,1
29.242,80.9801,2024-04-25,02:34,19.6,1009.8,23.6,16.6,4.6,0.0,1
29.1806,80.4009,2024-04-25,02:34,16.1,999.5,27.5,18.0,1.4,0.28,1
29.0783,80.6504,2024-04-25,02:34,16.5,998.5,18.5,6.8,2.3,0.24,1
28.8575,82.3079,2024-04-25,02:34,7.4,986.4,12.0,6.8,3.2,0.29,1
28.8559,82.3192,2024-04-25,02:34,5.0,997.1,24.9,6.6,2.6,0.27,1
29.0276,80.5778,2024-04-25,02:34,15.9,1006.1,22.1,5.1,2.3,0.01,1
28.901,81.0822,2024-04-25,02:34,16.1,1018.8,23.1,16.0,3.6,0.16,1
28.855,81.0614,2024-04-25,02:34,16.4,999.1,19.9,11.2,2.8,0.29,1
28.8535,81.0728,2024-04-25,02:34,17.5,981.4,17.1,19.3,2.8,0.22,1
28.6766,82.3438,2024-04-25,02:34,15.8,980.2,31.6,14.3,2.8,0.13,1
28.6752,82.3541,2024-04-25,02:34,16.5,1008.2,45.6,5.7,1.9,0.12,1
28.6273,81.8325,2024-04-25,02:34,23.4,987.6,23.9,15.9,3.5,0.04,1
28.6258,81.8436,2024-04-25,02:34,17.2,993.8,39.2,17.2,3.5,0.09,1
28.6182,81.8308,2024-04-25,02:34,24.4,988.4,12.0,16.8,3.8,0.22,1
28.5716,82.172,2024-04-25,02:34,18.1,983.6,20.9,15.8,4.3,0.16,1
28.5702,82.1826,2024-04-25,02:34,18.4,1012.8,23.7,13.6,4.3,0.0,1
28.5505,82.1905,2024-04-25,02:34,15.7,1011.0,17.2,16.0,2.9,0.19,1
28.5204,82.2078,2024-04-25,02:34,15.5,1006.1,21.8,16.6,5.4,0.06,1
28.519,82.2178,2024-04-25,02:34,20.3,1004.7,12.8,15.9,1.9,0.3,1
28.3821,83.1902,2024-04-25,02:34,10.2,993.6,12.6,11.1,4.6,0.24,1
28.3733,83.1886,2024-04-25,02:34,9.9,983.1,15.6,7.7,4.6,0.03,1
28.3718,83.1985,2024-04-25,02:34,11.8,996.7,37.7,6.5,4.6,0.17,1
28.0379,85.2006,2024-04-25,02:34,12.7,1010.3,22.4,6.3,2.7,0.24,1
28.0288,85.1991,2024-04-25,02:34,14.3,983.9,26.0,6.5,2.7,0.21,1
27.8507,86.2268,2024-04-25,02:34,7.4,992.9,17.3,13.4,2.2,0.26,1
28.549,81.4519,2024-04-25,02:34,16.1,993.2,23.8,11.9,1.8,0.1,1
28.5534,81.3452,2024-04-25,02:34,22.5,998.3,13.6,17.4,1.1,0.15,1
28.3041,83.1586,2024-04-25,02:34,10.9,1009.9,40.0,8.9,3.8,0.21,1
28.3026,83.1686,2024-04-25,02:34,11.3,999.2,29.0,9.3,4.3,0.08,1
28.0714,84.6983,2024-04-25,02:34,17.1,1006.5,25.1,8.8,3.6,0.17,1
28.3112,82.1953,2024-04-25,02:35,16.2,1000.2,12.8,8.2,5.4,0.15,1
28.2982,82.2888,2024-04-25,02:35,17.5,994.1,33.9,14.7,3.7,0.21,1
28.3096,82.1404,2024-04-25,02:35,19.9,984.5,27.5,10.4,2.6,0.02,1
28.2976,82.1603,2024-04-25,02:35,17.0,1006.2,28.6,16.1,3.7,0.22,1
28.3186,82.1424,2024-04-25,02:35,19.4,987.0,11.8,18.0,5.1,0.17,1
28.2962,82.1706,2024-04-25,02:35,19.6,981.3,26.4,16.7,2.6,0.13,1
28.1948,82.8891,2024-04-25,02:35,15.1,986.3,19.1,17.9,2.9,0.16,1
28.1111,82.889,2024-04-25,02:35,17.7,996.0,19.0,6.9,2.3,0.28,1
28.1029,82.691,2024-04-25,02:35,18.4,990.7,28.6,9.3,2.3,0.27,1
28.084,82.7597,2024-04-25,02:35,18.8,1014.5,13.5,11.0,0.7,0.3,1
28.0397,82.6204,2024-04-25,02:35,23.4,1014.5,21.2,10.7,2.2,0.19,1
28.0382,82.6307,2024-04-25,02:35,20.5,1004.9,29.4,7.5,1.8,0.19,1
27.5017,85.8087,2024-04-25,02:35,20.7,1019.7,23.5,17.4,3.3,0.06,1
27.494,85.8126,2024-04-25,02:35,19.9,982.2,22.3,15.1,3.3,0.24,1
27.847,83.2494,2024-04-25,02:35,23.2,1011.8,23.0,12.1,3.4,0.17,1
27.3207,86.3247,2024-04-25,02:35,20.8,1000.9,15.8,16.5,7.3,0.14,1
27.3163,86.3294,2024-04-25,02:35,20.5,1015.1,13.3,7.2,7.3,0.18,1
27.7954,83.2229,2024-04-25,02:35,25.3,1010.9,17.1,17.2,3.4,0.26,1
27.7293,83.4859,2024-04-25,02:35,22.5,990.4,16.5,12.3,3.9,0.23,1
27.3114,85.894,2024-04-25,02:35,17.0,1010.4,22.9,18.2,3.3,0.3,1
27.7698,82.4389,2024-04-25,02:35,24.4,1017.7,29.9,18.3,3.4,0.1,1
27.3879,84.7464,2024-04-25,02:35,20.2,1003.4,11.6,12.7,3.9,0.27,1
27.3863,84.7566,2024-04-25,02:35,19.7,989.0,14.7,14.4,3.9,0.24,1
27.3805,84.7345,2024-04-25,02:35,20.3,1011.9,29.7,14.9,3.9,0.09,1
27.0466,86.7094,2024-04-25,02:35,22.4,1008.3,13.8,8.5,8.5,0.29,1
27.0392,86.6931,2024-04-25,02:35,21.8,1018.8,15.5,6.5,5.7,0.23,1
27.0369,86.7068,2024-04-25,02:35,20.9,1006.5,36.4,7.2,8.5,0.14,1
27.0081,86.5241,2024-04-25,02:35,19.1,980.5,28.2,17.5,3.8,0.01,1
27.0059,86.5181,2024-04-25,02:35,22.9,980.2,29.1,15.8,1.8,0.04,1
27.5321,83.1259,2024-04-25,02:35,27.1,988.3,18.7,16.0,4.1,0.09,1
27.1254,85.5674,2024-04-25,02:35,23.4,999.6,26.4,13.3,2.5,0.26,1
29.027,80.5115,2024-04-26,10:56,31.1,988.3,29.8,16.3,1.5,0.2,1
28.855,82.3101,2024-04-26,10:56,21.0,995.8,21.9,11.9,3.3,0.1,1
29.0205,80.5774,2024-04-26,10:56,32.2,987.9,11.4,8.7,1.4,0.19,1
29.02,80.5167,2024-04-26,10:56,32.0,1008.1,27.7,7.1,1.5,0.28,1
28.8819,81.2088,2024-04-26,10:56,30.1,990.5,24.5,12.4,3.0,0.11,1
28.8811,81.2044,2024-04-26,10:56,31.9,1016.0,24.3,7.0,3.6,0.15,1
28.8601,81.1122,2024-04-26,10:56,33.6,1007.8,24.1,6.4,2.8,0.1,1
28.856,81.0674,2024-04-26,10:56,34.4,981.7,31.8,14.5,2.8,0.14,1
28.6254,81.8179,2024-04-26,10:56,29.7,995.1,37.6,10.2,3.8,0.26,1
28.6209,81.8399,2024-04-26,10:56,27.0,990.1,11.9,13.6,3.4,0.23,1
28.5489,82.1914,2024-04-26,10:56,29.2,996.8,14.6,19.6,1.9,0.18,1
28.2955,83.1711,2024-04-26,10:56,29.2,991.8,15.4,17.7,4.3,0.04,1
28.7582,80.1983,2024-04-26,10:56,34.4,1011.0,28.5,17.4,6.5,0.27,1
28.3017,82.2774,2024-04-26,10:56,31.4,994.5,24.5,10.0,2.6,0.05,1
28.2954,82.2718,2024-04-26,10:56,32.7,1005.7,14.7,12.2,2.6,0.08,1
27.2406,87.7393,2024-04-26,13:32,30.9,1001.0,39.2,6.4,4.0,0.12,1
28.5248,82.0682,2024-04-26,13:32,34.6,1004.2,22.5,7.1,4.3,0.14,1
28.3634,83.156,2024-04-26,13:32,24.6,1011.2,27.8,12.4,5.3,0.05,1
28.3543,83.1759,2024-04-26,13:32,29.4,1005.0,26.3,17.3,3.8,0.06,1
28.2647,82.9304,2024-04-26,13:32,30.3,997.3,26.9,10.1,2.3,0.2,1
28.435,84.8839,2024-04-26,13:32,20.1,988.9,18.9,14.6,1.8,0.25,1
28.2493,84.9478,2024-04-26,13:32,16.5,1019.0,29.7,5.9,4.5,0.17,1
28.1511,85.3571,2024-04-26,13:32,22.8,996.3,29.5,8.2,2.1,0.19,1
28.154,85.3731,2024-04-26,13:32,20.6,1005.1,14.3,17.1,2.1,0.1,1
27.5928,83.0357,2024-04-26,13:32,40.0,1002.3,39.2,15.0,3.2,0.19,1
27.9058,85.039,2024-04-26,13:32,32.2,1008.5,29.4,10.0,3.4,0.07,1
27.8651,85.5042,2024-04-26,13:32,29.9,1005.5,24.7,17.3,1.9,0.22,1
27.8555,85.4663,2024-04-26,13:32,27.9,1000.4,23.1,8.5,0.5,0.18,1
27.6458,84.8343,2024-04-26,13:32,30.9,1007.4,13.2,15.3,3.7,0.19,1
27.6452,84.8261,2024-04-26,13:32,30.2,996.5,18.5,9.1,3.0,0.13,1
27.835,86.2376,2024-04-26,13:32,22.9,991.8,38.7,18.3,2.2,0.23,1
27.8242,86.2372,2024-04-26,13:32,25.3,993.3,37.8,11.5,2.9,0.03,1
27.8271,86.2532,2024-04-26,13:32,25.5,1016.1,16.5,13.9,2.9,0.28,1
27.7349,86.1348,2024-04-26,13:32,25.5,984.1,36.4,12.7,2.2,0.06,1
27.3884,84.7652,2024-04-26,13:32,35.4,1005.7,17.4,18.9,3.9,0.26,1
27.5293,85.7804,2024-04-26,13:32,34.4,1009.1,35.0,12.1,3.3,0.1,1
27.482,85.5802,2024-04-26,13:32,23.3,988.7,13.7,6.2,3.4,0.0,1
27.7105,87.3668,2024-04-26,13:32,26.8,997.5,14.0,12.8,6.4,0.16,1
27.7127,87.3804,2024-04-26,13:32,24.1,996.5,19.4,19.8,6.0,0.08,1
27.668,87.3515,2024-04-26,13:32,24.7,1008.3,16.9,13.6,2.8,0.17,1
27.3861,85.8115,2024-04-26,13:32,27.6,1016.6,27.8,16.8,3.4,0.22,1
27.1698,84.8456,2024-04-26,13:32,38.3,995.6,36.4,5.8,9.8,0.13,1
27.3666,85.9094,2024-04-26,13:32,29.2,985.9,22.8,14.7,3.3,0.25,1
27.369,85.9229,2024-04-26,13:32,32.0,1011.8,25.7,14.6,1.4,0.21,1
27.1589,84.835,2024-04-26,13:32,37.9,990.9,28.5,16.5,9.8,0.18,1
27.1622,84.8524,2024-04-26,13:32,38.3,1014.5,27.9,17.2,9.8,0.11,1
27.4662,87.1373,2024-04-26,13:32,27.7,980.6,44.8,9.2,5.2,0.08,1
27.3166,86.4568,2024-04-26,13:32,31.4,980.4,18.4,7.2,3.7,0.01,1
27.3092,86.4745,2024-04-26,13:32,29.1,980.8,17.1,11.5,3.5,0.05,1
27.5226,87.8227,2024-04-26,13:32,20.2,1011.4,39.8,17.2,3.7,0.0,1
27.5194,87.8303,2024-04-26,13:32,17.7,1006.2,36.6,8.5,2.9,0.23,1
27.3871,87.9469,2024-04-26,13:32,20.7,993.4,11.4,10.6,3.9,0.14,1
27.3891,87.9592,2024-04-26,13:32,19.0,999.5,15.2,7.9,10.2,0.23,1
26.6851,87.5096,2024-04-26,13:32,33.4,991.1,12.2,19.9,10.1,0.26,1
26.6948,87.5076,2024-04-26,13:32,32.8,987.0,24.9,13.3,10.1,0.07,1
26.8172,87.5682,2024-04-26,13:32,26.8,1007.8,23.2,12.6,5.2,0.05,1
26.976,87.4685,2024-04-26,13:32,35.3,997.3,29.4,19.0,5.9,0.24,1
26.9566,86.747,2024-04-26,13:32,29.6,1013.8,28.9,5.2,8.5,0.11,1
26.9917,86.7198,2024-04-26,13:32,29.5,1001.4,39.8,17.3,8.5,0.29,1
27.032,86.7102,2024-04-26,13:32,32.7,1013.0,12.6,18.6,11.8,0.01,1
27.03,86.6983,2024-04-26,13:32,29.3,991.0,38.8,11.4,5.9,0.09,1
28.8356,81.0488,2024-04-26,13:33,34.7,1000.2,16.3,9.8,2.5,0.3,1
28.6219,81.2126,2024-04-26,13:33,36.9,982.9,23.2,13.1,4.3,0.21,1
28.8347,81.0542,2024-04-26,13:33,34.1,1014.0,23.0,17.3,2.5,0.22,1
28.986,81.4666,2024-04-26,13:33,31.3,1014.9,26.1,5.1,1.1,0.08,1
28.8698,80.8581,2024-04-26,13:33,32.2,989.6,25.4,11.2,4.2,0.01,1
28.9903,81.4578,2024-04-26,13:33,30.8,1019.2,17.5,8.5,1.1,0.12,1
28.8705,80.8515,2024-04-26,13:33,31.4,1008.5,31.1,11.4,4.2,0.02,1
29.0464,80.5248,2024-04-26,13:33,33.3,993.7,23.9,10.8,1.4,0.19,1
27.7431,83.5125,2024-04-26,21:53,28.7,1009.8,12.5,19.0,2.5,0.25,1
27.5287,85.6893,2024-04-26,21:53,24.4,986.3,14.7,10.4,3.3,0.18,1
27.5302,85.7033,2024-04-26,21:53,23.9,1018.6,14.3,16.1,3.3,0.25,1
27.4799,85.8458,2024-04-26,21:53,18.1,1008.6,31.8,12.2,3.6,0.17,1
27.4812,85.8578,2024-04-26,21:53,14.6,997.2,29.1,6.7,2.9,0.29,1
27.4704,85.8599,2024-04-26,21:53,15.4,999.2,15.5,7.3,3.6,0.09,1
27.4768,85.8515,2024-04-26,21:53,17.6,1005.0,22.8,7.8,3.3,0.06,1
27.4781,85.8638,2024-04-26,21:53,13.2,1013.7,11.2,17.2,2.9,0.01,1
27.4872,86.1525,2024-04-26,21:53,17.6,983.0,57.0,8.3,4.0,0.1,1
27.3715,85.9232,2024-04-26,21:53,20.7,981.9,16.6,19.5,1.4,0.3,1
27.3178,86.6053,2024-04-26,21:53,17.8,1018.2,11.1,15.9,3.5,0.16,1
27.1099,86.5782,2024-04-26,21:53,25.6,1016.3,43.9,6.0,3.8,0.24,1
27.1114,86.5937,2024-04-26,21:53,24.5,981.5,18.4,10.6,4.1,0.3,1
26.9542,86.7282,2024-04-26,21:53,22.1,988.5,33.1,13.4,5.9,0.15,1
28.1467,85.2423,2024-04-26,21:54,6.2,989.0,11.8,10.7,5.4,0.16,1
28.1534,85.3607,2024-04-26,21:54,16.5,1008.2,13.6,7.4,2.1,0.18,1
28.0394,85.1926,2024-04-26,21:54,21.3,984.9,21.4,5.2,2.7,0.3,1
29.2651,81.01,2024-04-26,21:54,19.8,1015.6,37.4,18.5,2.1,0.18,1
29.103,80.5716,2024-04-26,21:54,20.9,985.0,22.8,8.5,2.6,0.1,1
29.0702,80.66,2024-04-26,21:54,22.8,987.9,25.3,5.9,2.3,0.27,1
29.0318,80.451,2024-04-26,21:54,24.7,1010.8,22.2,10.3,1.5,0.18,1
29.0614,80.6616,2024-04-26,21:54,23.2,986.9,24.5,11.8,2.3,0.22,1
29.0297,80.5646,2024-04-26,21:54,25.9,1003.9,18.1,7.7,2.3,0.29,1
29.0006,80.628,2024-04-26,21:54,21.7,986.1,22.3,11.8,2.2,0.27,1
29.002,80.638,2024-04-26,21:54,23.1,992.9,22.8,17.5,2.6,0.24,1
28.9933,80.8349,2024-04-26,21:54,21.6,1007.1,13.7,10.5,3.3,0.04,1
28.9366,80.6354,2024-04-26,21:54,23.2,988.0,13.5,15.1,2.6,0.06,1
28.9465,80.9008,2024-04-26,21:54,23.9,997.7,25.6,11.1,2.5,0.17,1
28.856,80.7181,2024-04-26,21:54,29.9,1002.6,15.4,11.7,1.9,0.14,1
28.8296,80.723,2024-04-26,21:54,29.6,1007.3,27.8,15.2,1.9,0.19,1
28.7481,80.2129,2024-04-26,21:54,30.9,1003.4,32.4,9.3,6.5,0.1,1
29.4647,80.521,2024-04-26,21:54,19.8,1018.3,36.7,18.3,3.1,0.03,1
29.4471,80.5242,2024-04-26,21:54,25.4,1009.6,18.2,11.9,4.2,0.17,1
29.2996,80.5169,2024-04-26,21:54,27.1,985.5,34.9,16.5,1.6,0.19,1
29.4253,81.4367,2024-04-26,21:54,23.4,1018.7,20.4,9.3,3.8,0.06,1
29.1821,80.3383,2024-04-26,21:54,23.9,1012.5,27.7,10.3,2.8,0.19,1
29.1921,80.4088,2024-04-26,21:54,26.6,1014.7,11.7,12.9,1.6,0.12,1
29.2521,80.9816,2024-04-26,21:54,21.9,1007.1,28.1,15.5,4.6,0.27,1
28.5143,82.1659,2024-04-26,03:15,15.6,1004.6,10.6,7.0,2.9,0.18,1
28.9989,80.8406,2024-04-27,09:58,27.0,996.2,19.6,7.0,3.3,0.21,1
28.9125,81.0702,2024-04-27,09:58,26.5,996.4,25.2,16.2,1.6,0.18,1
28.9147,81.0643,2024-04-27,09:58,26.0,1005.4,14.9,12.6,3.3,0.18,1
28.6809,81.6165,2024-04-27,09:58,24.5,989.4,28.6,11.7,2.6,0.22,1
28.247,83.7065,2024-04-27,09:59,26.8,1013.7,21.2,14.0,5.0,0.14,1
27.7341,85.0534,2024-04-27,09:59,31.7,1008.2,30.4,19.8,2.5,0.09,1
27.4204,85.7885,2024-04-27,09:59,28.1,1019.8,14.0,14.6,3.3,0.17,1
27.7711,83.9652,2024-04-27,09:59,25.2,1010.4,15.9,11.9,0.8,0.26,1
27.3161,86.4537,2024-04-27,09:59,26.9,997.7,26.7,5.3,3.7,0.25,1
27.367,85.9308,2024-04-27,09:59,28.4,986.1,12.1,10.9,1.4,0.12,1
27.2006,86.6314,2024-04-27,09:59,25.2,1018.1,28.8,10.1,3.4,0.26,1
27.1992,86.642,2024-04-27,09:59,24.9,994.0,17.8,17.3,3.4,0.02,1
27.1045,86.5916,2024-04-27,09:59,27.8,980.0,27.7,8.7,4.1,0.2,1
27.0703,87.1361,2024-04-27,14:13,33.1,980.3,17.5,18.5,5.8,0.19,1
27.2078,86.107,2024-04-27,14:13,28.5,1012.0,34.8,13.3,4.0,0.25,1
27.2195,86.1068,2024-04-27,14:13,28.2,1017.8,16.4,11.2,2.7,0.1,1
27.2184,86.1161,2024-04-27,14:13,27.4,981.6,18.9,17.1,2.7,0.17,1
27.7678,83.9849,2024-04-27,14:13,26.6,1004.0,45.1,19.8,0.8,0.28,1
27.8567,83.4529,2024-04-27,14:13,31.1,1015.8,17.5,18.3,3.7,0.17,1
27.9278,82.7762,2024-04-27,14:13,37.6,995.9,22.7,10.0,1.1,0.05,1
28.0121,82.5695,2024-04-27,14:13,33.6,1013.9,21.9,5.5,0.4,0.27,1
28.0388,82.5537,2024-04-27,14:13,33.4,1011.8,27.0,11.8,1.1,0.16,1
28.1173,82.6695,2024-04-27,14:13,26.8,1004.9,13.0,7.5,3.6,0.28,1
28.1891,82.0772,2024-04-27,14:13,36.8,1017.1,33.2,15.2,2.6,0.2,1
28.2968,82.2641,2024-04-27,14:13,33.2,999.4,14.8,17.8,2.6,0.2,1
28.3147,82.209,2024-04-27,14:13,30.8,1019.5,13.7,17.7,5.4,0.27,1
28.2597,81.7144,2024-04-27,14:13,38.4,984.9,20.6,15.7,2.8,0.23,1
28.2428,81.4492,2024-04-27,14:13,40.2,989.2,12.2,12.9,3.3,0.27,1
28.2414,81.4388,2024-04-27,14:13,40.2,987.4,26.7,17.8,3.3,0.26,1
28.3804,82.0621,2024-04-27,14:13,27.2,1016.8,36.0,17.6,5.4,0.08,1
28.3336,81.2994,2024-04-27,14:13,39.8,989.9,21.3,10.2,4.3,0.16,1
28.3884,81.3687,2024-04-27,14:13,39.9,1018.6,14.7,12.4,1.1,0.04,1
28.387,81.3584,2024-04-27,14:13,39.8,983.7,10.6,9.0,1.1,0.29,1
28.5022,82.1642,2024-04-27,14:13,29.3,997.3,11.2,17.7,5.4,0.01,1
28.5009,82.1541,2024-04-27,14:13,29.6,1015.7,29.2,9.5,5.4,0.29,1
28.528,81.8587,2024-04-27,14:13,26.7,1007.9,26.1,18.1,1.8,0.16,1
28.425,81.0983,2024-04-27,14:13,39.3,993.4,17.3,12.3,5.0,0.07,1
28.5118,81.2555,2024-04-27,14:13,40.2,994.0,23.9,15.8,4.3,0.24,1
28.5222,81.2642,2024-04-27,14:13,40.2,990.2,10.2,11.2,4.3,0.19,1
28.6051,81.7419,2024-04-27,14:13,30.2,1012.6,28.1,17.2,0.7,0.03,1
28.5486,81.3232,2024-04-27,14:13,39.9,980.2,23.6,13.3,1.1,0.07,1
28.6614,81.759,2024-04-27,14:13,29.9,997.3,14.9,19.2,3.5,0.08,1
28.6379,81.3752,2024-04-27,14:13,32.6,996.0,19.3,10.6,2.3,0.1,1
28.6715,81.4871,2024-04-27,14:13,32.7,1000.1,38.7,8.8,0.8,0.28,1
28.602,80.8383,2024-04-27,14:13,39.3,1004.9,29.9,9.3,3.3,0.18,1
28.6109,80.8367,2024-04-27,14:13,39.3,1018.5,11.4,8.1,3.3,0.12,1
28.6481,81.0395,2024-04-27,14:13,38.0,990.5,17.0,10.0,3.9,0.17,1
28.6269,80.886,2024-04-27,14:13,39.5,1002.8,13.0,9.9,3.3,0.02,1
28.6255,80.8758,2024-04-27,14:13,39.6,991.0,26.7,11.2,3.3,0.08,1
28.7356,81.4809,2024-04-27,14:13,35.8,1010.1,35.8,11.2,1.9,0.02,1
28.73,81.4391,2024-04-27,14:13,36.6,1012.8,10.8,17.5,2.2,0.09,1
28.7943,81.8513,2024-04-27,14:13,30.5,1019.8,21.5,15.4,3.5,0.26,1
28.765,81.3632,2024-04-27,14:13,35.7,1018.9,12.7,7.4,2.6,0.24,1
28.8433,81.6731,2024-04-27,14:13,34.4,1014.1,25.9,18.8,1.3,0.24,1
28.8419,81.6622,2024-04-27,14:13,33.6,1001.6,37.6,9.7,1.3,0.28,1
28.8091,81.28,2024-04-27,14:13,34.0,1007.3,29.5,6.0,2.9,0.24,1
28.7272,80.6227,2024-04-27,14:13,39.5,1014.2,24.2,12.6,5.1,0.07,1
28.7375,80.6312,2024-04-27,14:13,39.4,996.0,14.9,13.7,5.1,0.17,1
28.8329,81.2477,2024-04-27,14:13,34.3,981.3,19.4,18.6,2.2,0.09,1
28.7936,80.9583,2024-04-27,14:13,36.1,1018.4,19.3,19.1,2.8,0.26,1
28.8434,81.0545,2024-04-27,14:13,34.2,982.9,10.4,6.0,2.5,0.13,1
28.8895,81.2577,2024-04-27,14:13,31.3,1006.6,28.7,15.3,1.6,0.11,1
28.888,81.247,2024-04-27,14:13,29.6,1003.0,14.0,19.1,1.1,0.06,1
28.9088,81.1325,2024-04-27,14:13,32.9,1003.1,25.2,18.7,3.6,0.2,1
28.9074,81.122,2024-04-27,14:13,32.5,988.4,15.4,13.2,3.6,0.06,1
28.9078,81.0577,2024-04-27,14:13,28.4,988.9,17.5,8.7,3.3,0.2,1
28.898,80.9854,2024-04-27,14:13,27.7,1015.6,42.5,20.0,3.3,0.3,1
28.9167,81.0559,2024-04-27,14:13,28.3,983.7,24.4,7.9,3.3,0.28,1
28.8929,80.8818,2024-04-27,14:13,30.8,992.8,20.0,17.1,2.6,0.2,1
28.9418,80.905,2024-04-27,14:13,34.3,1008.0,15.7,6.4,1.9,0.15,1
29.0775,81.7709,2024-04-27,14:13,22.0,1018.0,24.1,15.5,1.4,0.04,1
29.0862,81.6297,2024-04-27,14:13,18.6,1003.8,19.7,15.2,4.6,0.19,1
28.9783,80.8282,2024-04-27,14:13,31.6,1002.3,23.6,16.1,2.5,0.25,1
28.989,80.7738,2024-04-27,14:13,30.7,1011.5,10.7,10.0,2.6,0.14,1
29.0165,80.5752,2024-04-27,14:13,32.1,986.8,19.1,11.9,1.4,0.15,1
29.015,80.5649,2024-04-27,14:13,29.4,1000.5,18.5,13.4,2.3,0.27,1
29.0285,80.5315,2024-04-27,14:13,33.1,1019.5,12.0,19.1,1.4,0.18,1
29.0271,80.5213,2024-04-27,14:13,31.7,985.2,14.6,8.1,1.5,0.19,1
29.0572,80.6716,2024-04-27,14:13,29.0,993.5,26.3,13.4,2.3,0.03,1
29.0399,80.2911,2024-04-27,14:13,33.1,1007.0,22.7,14.4,1.0,0.02,1
29.194,81.3354,2024-04-27,14:13,27.1,1000.7,10.2,14.4,0.8,0.14,1
29.1973,81.2917,2024-04-27,14:13,25.1,998.8,10.0,13.1,3.8,0.02,1
29.0821,80.3179,2024-04-27,14:13,33.7,985.4,23.6,17.1,1.0,0.07,1
29.2179,81.0994,2024-04-27,14:13,26.9,1016.2,21.4,11.3,4.4,0.08,1
29.2165,81.0894,2024-04-27,14:13,29.7,985.2,28.6,5.4,4.6,0.29,1
29.1865,80.3444,2024-04-27,14:13,29.1,992.6,15.9,16.7,1.5,0.25,1
29.2993,80.8258,2024-04-27,14:13,30.5,983.8,24.2,10.4,3.8,0.27,1
29.2942,80.515,2024-04-27,14:13,27.8,1019.5,17.6,15.7,3.3,0.19,1
29.3461,80.7577,2024-04-27,14:13,31.6,1002.3,18.2,5.3,3.8,0.04,1
29.4665,81.4425,2024-04-27,14:13,25.3,1011.2,26.3,11.7,2.7,0.09,1
29.3845,80.7716,2024-04-27,14:13,29.5,984.6,27.6,13.6,3.8,0.11,1
29.4519,80.5327,2024-04-27,14:13,29.0,999.9,23.8,10.2,1.6,0.17,1
29.4504,80.5225,2024-04-27,14:13,29.0,1010.5,12.5,10.1,1.6,0.26,1
28.391,82.0455,2024-04-27,22:34,22.0,1007.3,23.9,19.5,5.4,0.21,1
28.3934,82.0371,2024-04-27,22:34,24.3,1000.1,31.6,11.8,2.2,0.25,1
28.9196,81.0529,2024-04-27,22:34,17.4,992.5,20.2,15.2,3.3,0.26,1
28.9359,81.0529,2024-04-27,22:34,18.7,1008.9,23.9,17.2,4.2,0.28,1
