latitude,longitude,acq_time_npt,date,temperature,humidity,windspeed,pressure,cloudcover,precipitation,non_fire
28.0788,81.7996,14:20,2024-04-06,34.3,17.0,12.0,982.6,53.4,8.5,0
28.1152,81.9333,14:20,2024-04-06,33.2,16.0,15.5,971.0,43.7,10.2,0
28.1137,81.9202,14:20,2024-04-06,33.2,16.0,15.5,971.0,48.3,10.2,0
28.1932,82.0695,14:20,2024-04-06,31.1,14.0,14.2,935.9,86.4,12.8,0
28.2937,82.2411,14:20,2024-04-06,28.2,18.0,16.4,887.4,52.9,11.5,0
28.3703,81.5973,14:20,2024-04-06,32.9,15.0,12.7,960.4,56.9,8.7,0
28.3656,81.558,14:20,2024-04-06,31.4,15.0,12.5,936.3,51.7,5.5,0
28.4646,82.0477,14:20,2024-04-06,26.6,17.0,14.7,858.3,68.0,2.2,0
28.4631,82.0348,14:20,2024-04-06,27.0,17.0,14.7,864.6,56.4,3.4,0
28.4538,81.9564,14:20,2024-04-06,30.0,42.2,1.6,1010.1,81.6,0.5,0
28.4622,81.9401,14:20,2024-04-06,29.9,46.3,2.7,1017.5,53.9,0.5,0
28.4873,81.9844,14:20,2024-04-06,30.3,50.8,3.4,1014.3,69.7,0.5,0
28.6403,82.771,14:20,2024-04-06,22.5,25.0,8.3,832.8,69.4,5.1,0
28.6386,82.756,14:20,2024-04-06,24.4,19.0,8.7,844.9,61.0,5.1,0
28.5144,81.6065,14:20,2024-04-06,31.1,12.0,11.4,926.3,89.5,5.5,0
28.4852,81.3677,14:20,2024-04-06,32.9,16.0,12.0,965.1,61.7,5.2,0
28.6568,82.0363,14:20,2024-04-06,29.9,16.0,13.5,899.7,54.7,0.8,0
28.5407,80.8889,14:20,2024-04-06,35.4,15.0,13.3,982.7,65.2,11.7,0
28.6867,82.0376,14:20,2024-04-06,28.7,52.7,4.4,1001.9,58.9,0.5,0
28.7026,81.9947,14:20,2024-04-06,30.2,16.0,15.6,906.2,41.8,0.8,0
28.711,81.9776,14:20,2024-04-06,28.0,16.0,15.6,872.8,83.0,2.2,0
28.576,80.859,14:20,2024-04-06,34.0,23.0,9.4,982.1,54.7,8.4,0
28.7003,81.7984,14:20,2024-04-06,24.4,17.0,15.3,835.5,55.2,5.7,0
28.6989,81.7868,14:20,2024-04-06,24.7,17.0,15.3,840.1,65.7,5.7,0
28.7339,81.7481,14:20,2024-04-06,23.3,17.0,15.3,820.7,69.1,1.2,0
28.6909,81.3807,14:20,2024-04-06,32.1,15.0,10.5,948.2,84.0,4.1,0
28.6894,81.3674,14:20,2024-04-06,31.9,15.0,10.5,944.0,50.2,4.1,0
28.8909,81.9495,14:20,2024-04-06,23.0,17.0,12.7,822.1,59.0,1.2,0
28.9054,81.9854,14:20,2024-04-06,17.3,56.4,4.4,993.1,62.2,2.3,0
28.7936,80.896,14:20,2024-04-06,32.4,18.0,10.2,970.0,68.1,8.4,0
28.8853,81.0592,14:20,2024-04-06,31.1,16.0,11.6,937.8,85.9,6.4,0
28.8142,80.3424,14:20,2024-04-06,34.2,17.0,8.8,977.8,42.5,23.8,0
28.9498,80.9927,14:20,2024-04-06,33.0,17.0,11.0,965.1,50.7,8.9,0
28.8651,80.3157,14:20,2024-04-06,33.2,24.0,7.2,977.2,50.6,23.8,0
28.8637,80.3044,14:20,2024-04-06,33.2,24.0,7.2,977.3,48.3,26.2,0
28.9592,80.9893,14:20,2024-04-06,28.8,18.0,12.2,899.4,46.8,8.1,0
28.9118,80.3078,14:20,2024-04-06,32.5,29.0,6.2,976.3,60.6,26.2,0
28.9135,80.2789,14:20,2024-04-06,32.5,29.0,6.2,976.4,80.4,26.2,0
29.03,81.149,14:20,2024-04-06,31.2,17.0,10.2,931.9,56.6,2.7,0
28.9271,80.3112,14:20,2024-04-06,32.4,29.0,6.2,976.1,82.3,26.2,0
28.965,80.5367,14:20,2024-04-06,29.0,45.3,4.8,996.7,41.6,11.2,0
29.0515,81.0805,14:20,2024-04-06,29.4,17.0,8.3,897.0,43.0,8.1,0
29.098,81.136,14:20,2024-04-06,29.0,17.0,8.3,890.7,65.6,11.6,0
29.0966,81.1245,14:20,2024-04-06,29.6,17.0,8.3,898.9,82.7,8.1,0
29.0699,80.9102,14:20,2024-04-06,18.8,57.3,2.8,1012.9,44.6,7.9,0
29.0614,80.7254,14:20,2024-04-06,24.0,40.4,3.8,1018.3,47.4,13.9,0
29.1324,81.15,14:20,2024-04-06,31.7,13.0,6.4,916.7,67.6,8.1,0
29.1659,81.18,14:20,2024-04-06,27.5,59.1,1.3,997.0,83.1,7.4,0
29.109,80.7169,14:20,2024-04-06,24.0,21.0,13.4,840.0,45.0,18.4,0
29.1548,80.9279,14:20,2024-04-06,19.2,48.5,2.9,1015.9,45.6,7.9,0
29.1382,80.6404,14:20,2024-04-06,24.7,52.8,2.3,1002.8,53.0,13.9,0
29.165,80.5138,14:20,2024-04-06,27.8,52.6,1.8,981.2,65.6,10.4,0
29.1859,80.3009,14:20,2024-04-06,31.0,24.0,9.3,946.2,44.0,23.6,0
26.978,86.6808,21:12,2024-04-06,20.9,53.4,2.3,993.9,58.5,0.7,0
28.9675,80.9709,21:13,2024-04-06,22.1,27.0,3.9,923.7,40.9,8.9,0
28.9732,80.9765,21:13,2024-04-06,17.8,43.6,4.1,995.8,67.4,19.4,0
28.9575,82.8762,21:13,2024-04-06,5.4,93.0,1.3,730.1,66.2,0.9,0
28.2078,83.3788,21:13,2024-04-06,17.3,47.0,2.3,1005.0,45.1,11.2,0
28.0251,83.465,21:13,2024-04-06,20.6,34.0,3.7,880.7,45.8,8.5,0
27.4639,84.5149,21:13,2024-04-06,21.5,38.0,6.1,932.0,41.9,1.8,0
27.3308,86.3858,21:13,2024-04-06,13.1,40.5,1.3,1003.3,48.6,0.7,0
27.333,86.3982,21:13,2024-04-06,15.5,48.1,4.9,982.6,42.7,3.9,0
27.2407,84.9915,02:25,2024-04-05,22.3,52.0,8.6,973.7,45.8,1.4,0
28.9663,81.0091,02:25,2024-04-05,17.3,54.0,6.6,909.1,41.4,9.2,0
28.9656,81.0025,02:25,2024-04-05,17.7,54.0,6.6,916.0,69.3,9.2,0
28.4649,82.0442,02:25,2024-04-05,18.6,30.0,5.4,852.5,44.3,2.2,0
28.1867,83.761,02:25,2024-04-05,17.5,36.0,4.2,834.7,52.1,3.4,0
28.219,83.3693,02:25,2024-04-05,14.3,48.0,3.5,835.1,64.8,2.2,0
28.2122,83.3731,02:25,2024-04-05,14.2,48.0,3.5,834.0,41.4,2.2,0
27.9557,85.088,02:25,2024-04-05,15.4,60.0,7.2,884.1,41.5,28.3,0
27.5111,86.0995,02:25,2024-04-05,15.3,53.0,1.8,994.5,55.6,6.9,0
27.7691,84.0599,02:25,2024-04-05,13.9,54.0,4.9,838.2,44.3,22.4,0
27.692,84.6174,02:25,2024-04-05,19.1,55.0,6.1,925.7,56.5,15.2,0
27.7093,83.9551,02:25,2024-04-05,19.7,48.0,9.3,937.0,69.3,3.1,0
27.3358,86.3979,02:25,2024-04-05,19.9,57.1,1.3,999.7,56.2,3.9,0
27.3043,86.599,02:25,2024-04-05,11.8,58.7,4.7,1017.0,67.7,0.0,0
27.5329,84.8258,02:25,2024-04-05,22.5,43.0,2.6,940.5,66.0,2.1,0
27.3159,86.2854,02:25,2024-04-05,16.4,57.5,1.6,1014.7,90.0,6.9,0
27.8676,82.1783,02:25,2024-04-05,20.2,37.0,5.2,941.9,42.7,9.3,0
27.4913,84.595,02:25,2024-04-05,19.8,56.0,3.1,948.5,57.1,3.2,0
27.4899,84.6052,02:25,2024-04-05,19.6,56.0,3.1,945.5,68.8,3.2,0
27.5084,84.4096,02:25,2024-04-05,23.0,59.0,2.6,963.1,47.6,1.2,0
27.4907,84.4697,02:25,2024-04-05,21.9,59.0,2.6,944.4,57.1,0.8,0
27.4817,84.4683,02:25,2024-04-05,23.6,43.0,4.3,935.2,80.2,1.8,0
27.4745,84.5194,02:25,2024-04-05,23.1,43.0,4.3,927.8,66.6,1.8,0
27.5232,84.1047,02:25,2024-04-05,20.4,54.0,7.2,963.6,53.2,0.8,0
27.4656,84.5179,02:25,2024-04-05,23.2,43.0,4.3,929.4,42.8,1.8,0
27.4219,84.697,02:25,2024-04-05,19.3,61.0,6.4,946.2,55.7,1.0,0
27.1547,86.3724,02:25,2024-04-05,20.6,70.0,2.5,932.2,83.1,0.3,0
27.4446,84.2125,02:25,2024-04-05,21.5,49.0,7.4,960.4,67.5,1.1,0
27.3894,84.2772,02:25,2024-04-05,23.5,43.0,6.6,960.4,52.1,0.8,0
27.3879,84.2877,02:25,2024-04-05,22.6,43.0,6.6,944.2,80.8,1.1,0
27.3864,84.2982,02:25,2024-04-05,21.6,42.0,6.6,929.0,54.1,1.1,0
27.3693,84.4211,02:25,2024-04-05,21.4,44.0,8.4,929.1,60.2,0.8,0
27.3679,84.4312,02:25,2024-04-05,22.6,44.0,8.4,949.6,81.3,0.8,0
27.3607,84.4823,02:25,2024-04-05,21.6,44.0,8.4,931.8,66.2,0.8,0
27.356,84.4499,02:25,2024-04-05,24.5,42.0,5.4,963.3,49.6,0.8,0
27.0528,86.3773,02:25,2024-04-05,18.0,78.0,11.4,920.7,51.3,0.3,0
27.2393,85.0014,02:25,2024-04-05,22.2,52.0,8.6,972.5,48.7,1.4,0
26.9843,86.6896,02:25,2024-04-05,19.4,57.0,9.0,923.2,47.5,2.5,0
27.2318,84.9899,02:25,2024-04-05,22.4,52.0,8.6,975.7,65.9,1.4,0
27.2304,84.9998,02:25,2024-04-05,22.4,52.0,8.6,974.5,81.7,1.4,0
27.2232,85.0496,02:25,2024-04-05,21.3,56.0,4.2,977.6,59.1,1.4,0
26.8148,87.6202,09:18,2024-04-07,25.7,39.0,8.0,911.3,41.9,1.3,0
26.8105,87.6135,09:18,2024-04-07,26.3,43.0,10.5,922.2,48.2,1.3,0
29.7945,81.9094,10:55,2024-04-07,17.2,39.0,3.4,812.5,43.8,15.1,0
29.7948,81.9141,10:55,2024-04-07,15.5,39.0,3.4,787.5,61.0,15.1,0
28.9546,80.1574,10:56,2024-04-07,29.1,34.0,5.0,976.8,41.8,14.7,0
28.8745,80.1503,10:56,2024-04-07,29.7,29.0,4.3,978.5,42.3,27.3,0
28.5087,81.353,10:56,2024-04-07,32.9,17.0,8.4,975.2,50.6,11.5,0
27.2746,84.7856,10:56,2024-04-07,31.4,32.0,9.6,979.7,45.6,1.7,0
28.8368,82.2294,10:56,2024-04-07,21.8,24.0,4.3,827.0,63.3,5.9,0
28.9665,80.9944,10:56,2024-04-07,26.4,22.0,3.2,892.7,46.6,11.6,0
28.9578,81.0113,10:56,2024-04-07,30.8,22.0,0.5,953.9,64.6,8.9,0
28.962,81.0169,10:56,2024-04-07,29.2,22.0,0.5,926.3,87.8,8.9,0
28.9532,80.9048,10:56,2024-04-07,29.0,21.0,3.6,922.7,88.3,8.9,0
28.9491,80.9263,10:56,2024-04-07,30.0,22.0,3.6,939.7,46.4,11.0,0
28.936,80.3175,10:56,2024-04-07,29.3,31.0,4.1,975.8,51.2,23.8,0
27.2797,86.6653,13:22,2024-04-07,30.2,26.0,9.9,926.9,60.1,0.2,0
27.0908,87.1895,13:22,2024-04-07,30.1,43.4,1.0,993.7,89.8,0.8,0
27.0891,87.1839,13:22,2024-04-07,28.9,40.3,2.5,998.0,53.3,0.8,0
27.3802,87.6162,13:22,2024-04-07,25.5,36.0,6.1,885.9,57.3,0.0,0
27.2853,86.669,13:22,2024-04-07,30.9,27.0,9.9,937.8,65.9,0.2,0
27.7715,85.0673,13:22,2024-04-07,30.1,17.0,10.5,885.1,48.7,19.0,0
27.4745,86.1051,13:22,2024-04-07,28.8,58.8,5.0,1011.6,49.2,6.9,0
27.3704,86.2432,13:22,2024-04-07,27.7,55.5,2.1,986.1,67.0,0.8,0
27.3623,86.2258,13:22,2024-04-07,31.0,59.8,4.9,1019.7,42.0,1.6,0
27.2998,86.2908,13:22,2024-04-07,24.2,47.1,3.7,1010.3,50.5,3.9,0
27.1046,87.6988,13:22,2024-04-07,28.2,28.0,2.9,908.0,59.6,0.0,0
26.9713,86.7446,13:22,2024-04-07,30.1,30.0,9.7,931.2,60.8,2.2,0
28.6704,82.3558,13:23,2024-04-07,28.6,19.0,10.6,900.7,44.8,5.0,0
28.3276,83.5465,13:23,2024-04-07,22.7,29.0,3.5,827.3,53.8,2.2,0
28.3255,83.5524,13:23,2024-04-07,22.8,29.0,3.5,828.6,54.8,2.2,0
28.6836,82.3536,13:23,2024-04-07,22.9,22.0,10.7,824.8,54.2,5.0,0
27.8795,82.7078,21:53,2024-04-07,21.9,23.0,7.6,935.2,65.4,6.7,0
27.8845,82.675,21:53,2024-04-07,21.7,23.0,7.6,932.2,44.3,6.7,0
27.9268,82.86,21:53,2024-04-07,21.3,39.0,4.1,950.5,83.0,12.1,0
27.8633,82.1671,21:53,2024-04-07,23.5,27.0,7.3,970.1,58.6,5.2,0
27.9486,82.5311,21:53,2024-04-07,23.3,58.5,3.0,988.1,62.5,12.9,0
27.9473,82.5206,21:53,2024-04-07,21.8,19.0,10.6,904.9,55.0,12.0,0
27.9044,82.1948,21:53,2024-04-07,22.8,26.0,7.3,959.5,47.7,8.1,0
27.9335,82.3458,21:53,2024-04-07,21.4,27.0,8.9,958.5,64.6,7.6,0
27.9411,82.334,21:53,2024-04-07,21.9,27.0,8.9,965.7,84.8,5.6,0
27.945,82.0226,21:53,2024-04-07,23.2,26.0,7.5,962.6,69.6,2.6,0
28.1406,83.4513,21:53,2024-04-07,10.8,83.0,2.3,812.1,61.2,10.8,0
28.0265,81.8009,21:53,2024-04-07,22.3,28.0,8.9,970.9,58.3,10.2,0
28.0679,82.0406,21:53,2024-04-07,22.6,36.0,9.4,960.9,65.0,2.6,0
28.1137,81.9089,21:53,2024-04-07,25.7,24.0,7.9,971.6,50.8,10.2,0
28.1294,81.9573,21:53,2024-04-07,21.5,55.3,2.3,1013.4,83.3,5.7,0
28.128,81.9473,21:53,2024-04-07,23.1,40.0,5.0,955.3,82.9,4.0,0
28.1394,81.8882,21:53,2024-04-07,23.0,43.0,4.5,973.7,68.4,10.2,0
28.2509,82.1773,21:53,2024-04-07,14.3,30.0,4.0,821.0,56.4,5.3,0
28.2374,82.0768,21:53,2024-04-07,19.4,33.0,4.0,893.6,63.3,11.5,0
28.2305,81.9481,21:53,2024-04-07,22.8,32.0,4.4,937.8,68.1,12.8,0
28.2339,81.906,21:53,2024-04-07,21.7,34.0,4.7,918.6,63.3,16.8,0
28.3038,82.225,21:53,2024-04-07,17.2,47.9,2.8,1001.6,45.4,4.5,0
28.2905,81.9889,21:53,2024-04-07,21.5,32.0,3.8,908.5,67.6,16.8,0
28.2985,81.7037,21:53,2024-04-07,22.6,33.0,4.5,954.7,45.0,16.7,0
28.3346,81.7692,21:53,2024-04-07,21.3,46.0,5.4,945.4,66.0,16.7,0
28.3189,81.5871,21:53,2024-04-07,22.3,29.0,5.8,958.0,42.7,16.7,0
28.3175,81.5772,21:53,2024-04-07,23.2,28.0,8.1,969.3,65.7,8.7,0
28.4351,82.0342,21:53,2024-04-07,22.5,40.0,4.9,989.9,82.4,2.9,0
28.4338,82.0243,21:53,2024-04-07,24.6,19.0,2.6,920.5,63.0,16.8,0
28.389,81.6912,21:53,2024-04-07,20.6,40.0,5.4,904.5,55.0,5.4,0
28.3726,81.5711,21:53,2024-04-07,20.5,38.0,4.0,934.9,59.0,5.5,0
28.3691,81.4796,21:53,2024-04-07,25.1,22.0,8.2,976.1,56.7,11.5,0
28.3854,81.4663,21:53,2024-04-07,22.3,30.0,5.8,956.3,51.3,7.7,0
28.4025,81.5247,21:53,2024-04-07,20.5,44.0,4.5,940.2,66.6,3.9,0
28.4049,81.4115,21:53,2024-04-07,22.8,40.0,5.4,966.3,45.6,8.7,0
28.4036,81.4016,21:53,2024-04-07,23.2,40.0,5.4,972.2,66.5,8.7,0
28.5815,82.1699,21:53,2024-04-07,23.4,23.0,1.9,908.4,87.9,0.8,0
28.5802,82.1595,21:53,2024-04-07,22.9,23.0,1.9,899.7,81.7,0.1,0
28.5945,82.1986,21:53,2024-04-07,15.8,38.0,4.6,872.1,67.4,3.4,0
28.5932,82.1887,21:53,2024-04-07,22.8,23.0,1.9,898.2,86.1,0.1,0
28.6298,81.8421,21:53,2024-04-07,17.3,52.5,4.5,1015.5,43.1,0.5,0
28.64,81.8502,21:53,2024-04-07,12.8,50.0,7.2,806.4,42.8,1.2,0
28.6387,81.8404,21:53,2024-04-07,15.8,37.0,4.2,843.0,84.0,2.8,0
28.767,82.25,21:53,2024-04-07,14.1,39.0,2.6,805.6,67.5,4.6,0
28.6222,80.7209,21:53,2024-04-07,22.3,39.0,5.8,982.2,59.2,8.5,0
28.8983,81.0486,21:53,2024-04-07,19.8,37.0,2.6,927.3,67.6,8.9,0
28.8969,81.0386,21:53,2024-04-07,21.5,38.0,2.6,954.6,80.0,6.4,0
28.9538,80.981,21:53,2024-04-07,19.6,37.0,2.6,923.8,66.3,8.9,0
28.9369,80.8608,21:53,2024-04-07,14.1,41.8,1.5,999.9,55.3,7.4,0
27.8326,82.9131,21:53,2024-04-07,23.1,21.0,7.2,923.1,60.9,12.1,0
26.8932,87.3332,21:53,2024-04-07,20.6,47.0,11.4,926.5,65.6,3.0,0
27.3651,84.4144,21:53,2024-04-07,27.2,19.0,12.6,958.2,49.2,1.1,0
27.4186,84.7026,21:53,2024-04-07,19.8,51.0,3.0,955.6,41.8,1.2,0
27.4172,84.6902,21:53,2024-04-07,19.7,51.0,3.0,952.5,68.8,1.2,0
27.4475,84.6098,21:53,2024-04-07,22.2,28.0,7.2,930.2,55.3,1.8,0
27.5009,84.6219,21:53,2024-04-07,19.7,48.0,1.6,963.7,80.6,1.4,0
27.7317,86.2028,21:53,2024-04-07,13.3,78.0,4.3,854.5,87.6,8.6,0
27.7355,86.2112,21:53,2024-04-07,9.8,44.4,1.8,1015.9,43.5,8.9,0
27.5494,83.8146,21:53,2024-04-07,23.3,31.0,8.5,976.4,65.8,0.6,0
27.7569,84.3791,21:53,2024-04-07,18.8,63.0,10.2,951.3,54.1,13.0,0
27.7666,84.3772,21:53,2024-04-07,20.0,47.0,6.6,937.6,45.3,10.2,0
27.7098,83.9077,21:53,2024-04-07,19.6,30.0,5.1,901.0,84.5,22.4,0
27.7006,83.4728,21:53,2024-04-07,27.4,44.6,4.6,1017.7,84.0,0.3,0
27.7614,83.2243,21:53,2024-04-07,26.2,16.0,7.1,943.2,46.0,23.4,0
27.7507,83.1393,21:53,2024-04-07,26.7,17.0,9.7,969.1,67.1,4.0,0
27.743,82.8603,21:53,2024-04-07,25.4,19.0,10.2,958.0,54.9,13.6,0
27.7417,82.8498,21:53,2024-04-07,24.4,21.0,8.1,960.9,69.2,1.8,0
27.7791,83.069,21:53,2024-04-07,24.5,21.0,7.2,946.5,58.7,4.0,0
27.7534,82.8691,21:53,2024-04-07,25.3,19.0,10.2,956.2,44.0,13.6,0
27.752,82.8584,21:53,2024-04-07,24.3,18.0,10.2,938.5,46.6,12.1,0
27.7246,82.577,21:53,2024-04-07,21.3,23.0,8.0,919.4,67.1,6.7,0
27.7232,82.5667,21:53,2024-04-07,22.9,22.0,10.5,931.1,55.1,6.7,0
27.7335,82.5755,21:53,2024-04-07,21.4,23.0,8.0,920.5,51.8,6.7,0
27.7828,82.8105,21:53,2024-04-07,22.6,24.0,5.4,931.6,40.4,6.7,0
27.8037,82.8325,21:53,2024-04-07,22.5,24.0,5.4,929.3,53.0,12.1,0
27.7944,82.3398,21:53,2024-04-07,21.6,27.0,6.1,947.0,54.0,8.1,0
27.8978,82.9877,21:53,2024-04-07,19.9,48.1,2.2,995.2,57.6,18.8,0
27.8965,82.9777,21:53,2024-04-07,20.9,34.0,3.1,929.6,43.4,23.4,0
27.8041,82.2762,21:53,2024-04-07,23.9,24.0,7.9,956.5,48.7,8.1,0
27.813,82.2688,21:53,2024-04-07,23.9,24.0,7.9,955.4,86.0,8.1,0
29.0854,80.1599,21:54,2024-04-07,20.3,40.0,4.1,944.5,61.4,14.7,0
29.0571,80.1612,21:54,2024-04-07,19.2,43.0,3.9,956.7,85.3,32.2,0
29.0728,81.1072,21:54,2024-04-07,21.5,34.0,1.8,946.8,83.9,8.1,0
29.064,81.1088,21:54,2024-04-07,19.2,33.0,1.8,908.4,49.8,8.1,0
29.0467,81.0502,21:54,2024-04-07,17.6,33.0,1.8,884.0,46.6,11.6,0
28.9527,80.9092,21:54,2024-04-07,18.7,44.0,3.3,930.2,68.1,8.9,0
28.9542,80.9192,21:54,2024-04-07,16.3,45.0,5.4,906.6,59.4,9.2,0
28.9626,80.9794,21:54,2024-04-07,17.8,43.0,3.3,915.4,50.2,9.2,0
28.964,80.9894,21:54,2024-04-07,15.5,46.0,4.0,886.1,67.2,11.6,0
29.0853,80.1559,03:06,2024-04-06,14.9,51.0,7.9,956.8,85.1,14.7,0
28.4239,83.3764,03:06,2024-04-06,8.7,61.0,4.8,825.6,80.6,2.2,0
28.3234,81.5865,03:06,2024-04-06,16.0,65.0,7.6,958.5,58.0,16.7,0
28.3255,81.5978,03:06,2024-04-06,16.9,58.0,5.5,947.3,44.7,3.9,0
27.7567,82.8711,03:06,2024-04-06,19.7,39.0,12.2,966.1,45.9,1.8,0
29.1921,80.5064,09:58,2024-04-08,22.1,22.0,4.4,845.5,43.2,13.1,0
28.6357,81.8348,09:58,2024-04-08,23.5,21.0,6.5,860.4,57.4,2.2,0
28.4245,83.3793,09:58,2024-04-08,22.4,26.0,2.1,848.4,54.2,2.2,0
28.423,83.3908,09:58,2024-04-08,21.3,26.0,2.1,832.4,44.3,2.2,0
28.4317,81.5182,09:58,2024-04-08,30.3,23.0,3.6,974.8,43.3,11.5,0
28.4297,81.5407,09:58,2024-04-08,30.3,23.0,3.6,974.5,60.0,11.5,0
28.3569,82.3342,09:58,2024-04-08,22.1,17.0,9.4,831.7,68.4,5.3,0
28.4304,81.5347,09:58,2024-04-08,30.3,23.0,3.6,974.2,58.4,11.5,0
28.3525,82.3255,09:58,2024-04-08,23.0,16.0,7.7,841.0,42.9,5.3,0
28.1698,83.8301,09:58,2024-04-08,22.4,26.0,7.4,842.4,42.1,1.4,0
28.0567,84.732,09:58,2024-04-08,25.4,29.0,7.3,890.7,68.7,25.2,0
28.2156,83.1957,09:58,2024-04-08,25.1,20.0,4.3,872.7,42.6,9.5,0
28.1428,83.4587,09:58,2024-04-08,23.0,22.0,5.6,842.4,61.4,3.4,0
28.1423,83.4529,09:58,2024-04-08,20.5,22.0,8.4,813.8,58.8,10.8,0
27.8724,85.5061,09:58,2024-04-08,21.1,24.0,6.4,819.1,56.7,2.7,0
27.8711,85.517,09:58,2024-04-08,22.3,33.0,5.6,851.7,40.6,28.1,0
28.1568,82.2676,09:58,2024-04-08,27.7,19.0,7.7,919.4,47.2,12.0,0
28.0129,83.4925,09:58,2024-04-08,25.6,28.0,5.1,888.2,51.5,8.5,0
27.703,86.1258,09:58,2024-04-08,21.8,38.0,3.2,858.9,48.6,8.6,0
27.7017,86.1361,09:58,2024-04-08,23.8,38.0,3.2,890.6,69.1,8.6,0
27.9546,82.5361,09:58,2024-04-08,27.3,18.0,6.9,908.7,66.2,12.0,0
27.737,84.0453,09:58,2024-04-08,28.3,36.0,2.3,950.6,54.2,3.1,0
27.3093,87.2277,09:58,2024-04-08,24.0,46.2,1.2,985.1,64.2,0.8,0
27.7557,83.2324,09:58,2024-04-08,29.2,46.0,3.3,998.8,80.9,1.0,0
27.7533,83.1468,09:58,2024-04-08,29.4,24.0,6.1,968.0,56.7,4.0,0
27.6576,83.9365,09:58,2024-04-08,29.3,31.0,1.9,958.5,84.1,5.4,0
27.5036,85.2763,09:58,2024-04-08,23.7,17.0,7.3,853.5,59.0,7.2,0
27.1667,87.6685,09:58,2024-04-08,25.1,53.8,4.9,989.1,69.8,0.2,0
27.2625,86.6848,09:58,2024-04-08,27.1,30.0,5.5,917.5,60.2,0.2,0
27.4928,84.6782,09:58,2024-04-08,28.5,33.0,3.9,956.9,56.6,1.4,0
27.4965,84.5564,09:58,2024-04-08,28.1,33.0,3.9,951.2,82.2,0.7,0
27.6309,83.2255,09:58,2024-04-08,28.8,25.0,6.5,987.4,59.8,0.9,0
27.4445,84.7396,09:58,2024-04-08,28.8,24.0,8.3,936.4,66.5,2.1,0
27.4106,84.687,09:58,2024-04-08,28.5,32.0,6.7,954.8,85.9,0.8,0
27.3982,84.792,09:58,2024-04-08,29.5,30.0,6.9,959.1,43.4,1.2,0
27.0949,87.18,09:58,2024-04-08,26.0,57.0,2.7,1007.0,59.8,0.8,0
27.3716,84.6674,09:58,2024-04-08,29.2,32.0,6.7,967.5,40.8,1.5,0
27.1968,85.9961,09:58,2024-04-08,27.8,55.6,3.6,1005.0,66.7,3.8,0
27.3548,84.4682,09:58,2024-04-08,28.4,30.0,6.3,958.4,56.7,0.8,0
27.0417,86.1912,09:58,2024-04-08,27.5,37.0,2.6,921.0,67.1,0.3,0
26.9515,86.8084,09:58,2024-04-08,27.1,24.0,10.4,896.7,50.8,2.5,0
26.7,87.9016,09:58,2024-04-08,28.2,43.0,10.5,967.1,69.6,2.5,0
27.6941,84.0889,14:03,2024-04-08,32.6,16.0,10.8,951.0,40.5,20.3,0
26.8826,87.3364,14:03,2024-04-08,29.1,39.0,11.8,940.6,88.2,3.0,0
26.9184,87.5654,14:03,2024-04-08,29.2,19.0,13.9,912.0,59.4,1.3,0
26.9889,87.4952,14:03,2024-04-08,31.2,50.5,1.6,1013.3,54.9,0.2,0
26.987,87.4788,14:03,2024-04-08,29.9,46.7,3.7,1006.1,51.5,0.2,0
26.9895,87.4889,14:03,2024-04-08,31.4,55.3,1.4,981.5,56.3,0.2,0
26.9062,86.6385,14:03,2024-04-08,29.9,20.0,16.3,926.5,69.1,2.5,0
26.9652,86.784,14:03,2024-04-08,30.3,18.0,14.8,929.9,86.2,2.2,0
27.0087,86.7285,14:03,2024-04-08,30.3,15.0,12.3,924.2,47.1,2.5,0
27.1678,87.6629,14:03,2024-04-08,26.9,40.4,1.8,1006.1,50.7,0.0,0
27.1463,86.676,14:03,2024-04-08,33.1,16.0,13.2,954.3,48.7,0.2,0
27.1385,86.5209,14:03,2024-04-08,29.7,17.0,14.5,907.1,88.8,0.2,0
27.148,86.3468,14:03,2024-04-08,28.8,58.7,1.7,1018.0,45.2,1.6,0
27.199,86.7006,14:03,2024-04-08,28.9,56.4,1.9,1012.7,55.5,0.5,0
27.26,86.6778,14:03,2024-04-08,29.0,51.7,3.1,1015.5,47.7,0.0,0
27.1289,85.3447,14:03,2024-04-08,34.1,21.0,10.8,985.0,86.1,0.7,0
27.1284,85.1083,14:03,2024-04-08,34.4,18.0,12.4,985.5,47.9,0.7,0
27.1555,85.2451,14:03,2024-04-08,33.9,18.0,13.2,984.3,53.2,0.7,0
27.165,85.2435,14:03,2024-04-08,33.8,18.0,13.2,983.0,41.8,0.7,0
27.1737,85.1175,14:03,2024-04-08,33.9,19.0,12.5,982.6,89.0,0.7,0
27.1723,85.106,14:03,2024-04-08,33.9,19.0,12.5,982.3,41.6,0.7,0
27.3303,86.2514,14:03,2024-04-08,26.3,51.3,2.0,1016.2,45.7,3.9,0
27.2218,84.8897,14:03,2024-04-08,34.2,17.0,12.9,981.3,42.3,1.3,0
27.3472,85.7122,14:03,2024-04-08,28.5,53.3,4.8,1013.2,69.6,1.6,0
27.2479,84.7547,14:03,2024-04-08,33.4,21.0,10.1,982.1,46.0,1.7,0
27.2744,84.7389,14:03,2024-04-08,33.2,21.0,10.1,979.3,64.1,1.7,0
27.2701,84.7058,14:03,2024-04-08,34.0,20.0,6.8,983.4,65.5,1.7,0
